ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9501,FRC,1,CA,92084, , ,1001,0,X, , , ,XXXX,C2,29,88,E,H, , , , ,,6,M,1,35,0,0,4,0,2,1,0,2,1,1,3,2,0,1,3,3,36,12,80,10,5,3, ,00, ,, , , , , , , , , , , , , , , , , , , ,3, ,1082,296,608,99,0,0,41,59,92,1,0,1,11,0,0,0,0,0,0,0,9,1,0,1,68,70,71,58,64,67,10,48,36,16,7,9,6,5,12,22,40,20,18,31,13,18,73,38,70,45,43,12,6,3,1,51,12,25,12,111,177,13,9,0,25,25,25,0,0,0,1488,1510,5,5,78,22,84,16,0,9,49,40,5,66,34,4,1,2,12,44,6,7,23,62,0,1,0,18,49,77,97,97,0,2,14,41,44,11,3,1,24,62,3,0,14,4,53,67,80,98,7320,15,825,202,266,255,340,13647,40,22,18,10,5,2,2,1,0,20,21,28,12,9,4,3,2,0,65,17,54,16,51,49,9,65,18,0,0,0,0,0,15,2,0,22,20,28,11,58,40,58,30,48,29,69,22,91,0,6,21,16,0,5,20,0,0,10,8,7,0,4,9,10,0,6,7,4,0,3,7,5,14,13,0,13,3,5,10,10,5,3,5,77,0,0,120,11,16,29,24,6,10,2,1,11,0,8,4,1,3,0,16,36,3,12,20,80,0,1,14,0,13,1,1,5,1,3,1,0,1,2,0,0,18,19,88,9,0,2,80,22,0,8,16,0,0,5,82,97,3,0,0,86,3,11,0,0,0,99,0,97,99,99,6,2,7,9,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,,,9412,,,,,,,L1G,A1G,A1G,A1G,A1G,N2G,N2G,N2G,N2G,N2G,N2G,F1G,F1G, , , ,P1G, , , , , , ,13,9702,39,7,23,,,,,,,,,,,,9506,,,,9412,,,,,,,,,,,,,,,,,,40,,,,30,,,,,,,180,5,2,10,9511,50,9603,50,9610,9412,9506,6,36,13389,0,0,1,L,1,G,X,X,X,49,A
9101,BHG,0,ME,04364, , ,0,0, , , , ,XXXX,T2,36,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,57,42,29,7,9,2, , , ,, , , , , , , , , , , , , , , , , , , , ,X,5439,1535,2021,0,45,55,48,52,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,44,37,46,49,26,37,42,21,10,20,24,15,11,11,9,14,16,34,21,15,25,10,23,20,36,45,27,9,2,63,9,8,20,185,264,74,73,5,16,11,7,2,2,0,908,1011,4,3,77,23,79,21,72,38,76,64,31,86,14,8,2,6,11,17,4,21,59,18,0,0,0,5,14,40,67,87,1,3,48,55,56,14,4,14,2,8,6,8,7,1,6,29,60,78,0,123,500,346,383,405,442,15251,16,18,16,19,21,5,2,1,1,12,16,16,21,25,6,2,2,2,27,7,49,7,39,61,11,78,13,0,0,0,0,0,4,5,1,16,20,24,5,60,66,75,58,73,57,75,64,65,99,5,18,17,4,11,16,0,1,6,2,13,9,1,4,2,0,10,18,2,4,6,12,6,3,3,1,7,8,7,11,8,14,3,9,59,7,0,127,5,9,33,18,8,17,10,3,25,3,19,7,0,0,0,16,33,1,37,19,29,13,0,16,7,2,0,0,6,1,0,0,0,0,2,1,0,3,68,95,1,1,4,94,64,17,8,25,3,15,20,46,55,45,0,0,0,3,11,64,0,22,48,46,42,99,98,10,2,5,5,9706,,,,9603,,9512,9509,,,9508,,,,9503,,9412,9411,,,9408,,,L1G, , , ,A1G, ,L2F,L2F, , ,L3F, , , ,S3F, ,S2F,S2F, , ,S3F, , ,12,9702,25,1,6,,,,,,,9512,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,160,9,5,10,9111,25,9512,25,9512,9111,9203,4,17.777777778,187882,0,0,1,L,1,G,X,X,X,41,C
9301,HAN,28,AL,35117, , ,4501,0, , , , ,XXXX,R3,51,53,E,H, , , , ,,4,F,4,14,1,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,21,31,38,5,1,1, , , ,4, , , , , , , , , , , , , , , , , , , ,3, ,3546,1009,1335,0,0,99,49,51,96,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,41,45,35,45,48,25,42,37,21,13,24,19,13,12,11,7,17,17,32,20,14,28,12,26,23,28,49,27,9,3,63,9,10,18,196,265,67,63,3,7,4,2,0,0,0,489,529,1,1,80,20,89,11,3,39,76,63,33,90,10,6,1,4,10,21,1,21,58,18,1,2,1,0,1,5,19,48,0,1,39,50,53,15,4,6,1,26,8,5,2,5,0,2,6,27,1000,221,630,216,251,247,284,9455,34,24,18,14,10,1,0,0,0,24,26,20,18,11,1,0,0,0,31,7,20,18,42,58,4,80,18,1,1,0,0,0,1,0,0,3,28,28,2,86,57,72,43,66,41,50,38,30,73,11,5,4,3,15,19,0,1,9,0,19,11,7,6,1,1,8,19,5,7,9,21,6,5,3,1,7,4,3,2,5,1,1,5,83,5,0,120,19,29,35,9,6,3,0,3,17,1,16,3,0,0,0,10,21,0,31,12,38,3,0,5,0,6,0,0,10,1,0,0,0,0,0,0,0,0,88,99,1,0,1,92,60,22,9,22,3,17,28,53,69,31,0,1,35,22,35,4,0,4,98,2,18,98,94,6,2,5,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1G,A1G,A1G,A1G,A1G,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,A1E,A2G,A2G,A3G,A3G,A3G,A3G,A2G,A2G,16,9702,41,6,13,,,,,,,,9511,,,,,,,,,,,,9411,,,,,,,,,,25,,,,,,,,,,,,10,,,78,6,3,5,9301,25,9312,25,9511,9301,9309,8,13,46951,0,0,1,L,1,G,X,X,X,60,B
8801,AML,0,CA,94965, , ,812,0, , , , ,XXXX,T1,35,89, ,U, , , , ,,4,F,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,31,40,30,4,3,2, , , ,8,02, , , , , , , ,Y,Y,Y, , , , , , , , ,2,X,2090,469,1205,99,0,0,50,50,95,0,0,4,3,0,1,1,0,0,0,0,2,0,0,1,40,41,42,41,44,45,9,46,34,19,5,25,27,22,9,7,5,25,16,26,16,17,15,7,14,46,41,12,5,1,0,42,20,4,35,109,173,44,37,26,55,29,15,0,0,0,5525,5196,10,9,45,55,91,9,17,11,39,32,7,54,46,3,1,2,34,31,15,7,74,14,0,0,0,98,99,99,99,99,91,9,27,47,47,10,3,48,8,0,12,31,11,0,93,96,98,99,7360,65,807,648,842,721,893,49887,9,8,8,10,26,11,14,7,9,6,3,2,14,19,14,15,8,19,19,1,65,3,58,42,17,53,18,17,13,1,3,0,2,11,1,66,25,32,10,74,82,88,76,86,73,84,47,99,99,0,29,25,5,28,7,0,0,1,0,3,0,1,2,0,0,4,6,3,3,7,9,22,12,1,1,5,5,18,3,4,3,2,25,64,2,1,160,1,2,6,20,6,42,24,6,4,2,3,5,0,1,0,17,31,1,40,13,30,0,1,6,1,7,1,1,5,4,2,1,1,1,0,0,0,7,36,92,1,1,5,96,52,17,4,42,2,2,3,16,33,67,5,4,79,0,21,0,0,0,99,0,99,99,99,20,3,6,4,9706,9606,9604,,9603,9602,9601,9511,9511,9511,9509,,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1E,A1E,A1E, ,A1E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,A1E,A1E,A1E,A1E,A1E,A1E,A1E,A1E,A1E,25,9702,66,4,10,,,,,,,,,,,,,,9504,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,110,15,7,3,8810,12,9504,12,9504,8810,8902,4,7.3333333333,171295,0,0,1,L,1,E,X,X,X,2,A
9201,SYN,0,OR,97367, , ,3101,0, , , , ,XXXX,C2,28,67,I, , , , , ,,, ,,0,,,,,,,,,,,,,,, ,8,43,19,60,12,2,3, , , ,2, , , , , , , , , , , , , , , , , , , , , ,1391,374,647,0,94,6,47,53,97,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,42,51,54,43,53,55,22,34,45,20,7,14,18,14,13,19,15,12,15,39,22,12,41,19,37,35,39,26,14,6,1,51,20,13,16,138,212,63,60,2,22,19,16,1,1,1,538,639,3,3,55,45,72,28,78,25,58,42,13,72,28,11,2,9,18,29,7,18,47,32,0,0,0,0,4,12,28,55,0,10,23,44,45,12,3,8,14,14,18,7,19,1,4,11,35,70,0,233,820,171,242,225,275,9615,41,24,12,15,7,1,0,0,0,32,20,15,22,10,2,0,0,0,37,6,42,20,60,40,22,62,15,1,0,0,1,0,12,11,0,0,9,12,0,26,60,66,54,62,54,73,54,69,99,10,10,9,3,20,9,0,1,23,3,9,1,2,8,0,0,11,7,2,0,1,33,2,4,15,1,7,6,7,2,8,1,1,15,68,6,1,120,5,16,30,34,3,10,2,1,25,2,21,3,0,0,0,24,46,4,42,11,42,0,0,7,0,8,0,0,5,1,0,0,0,0,0,2,0,2,43,98,1,0,1,85,42,14,3,28,2,2,15,39,49,51,0,0,38,0,48,6,0,6,98,0,96,98,91,9,3,2,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,9503,9502,9501,9411,,9410,9409,,9406,L1F,A1F,A1F,A1F,A1F,A3F,A3F,A4F,A4F,A4F,A4F,A4F,A3F,A3F,A3F,A1E,A1E,A1D, ,A1D,A1D, ,A1D,18,9702,43,5,10,,,,,,,,,,,,,,9504,,,9412,,9410,9409,,,,,,,,,,,,,,,,20,,,20,,20,10,,,85,7,4,3,9202,20,9410,20,9504,9202,9301,11,12.142857143,176628,0,0,0,L,1,F,X,X,X,55,D
8801,LIS,1,TX,77511, , ,1506,0,X, , , ,D1CM,T2,40,83,E,H, , , , ,,5,M,8,33,0,0,9,0,4,1,0,0,0,5,0,4,0,0,1,0,37,34,32,4,7,1, ,12,X,7, , , , , , , , , , , , , , , , , , , ,1,X,1044,286,396,0,99,0,48,52,89,1,1,0,15,0,0,0,0,0,0,0,13,0,0,2,32,42,46,35,46,50,28,39,39,22,13,22,19,14,12,11,10,15,16,33,21,15,27,11,26,25,32,43,29,11,4,63,11,8,18,179,263,68,68,0,18,18,14,0,0,0,541,652,4,3,61,39,90,10,0,38,72,61,30,86,14,8,1,7,10,21,3,21,49,19,0,0,0,2,4,11,28,55,0,3,43,52,53,14,4,12,6,9,15,5,15,4,5,24,64,88,1145,201,618,295,490,402,530,18502,25,18,9,17,16,11,0,2,2,15,5,10,23,25,17,0,3,3,28,2,38,5,33,67,4,77,11,2,0,0,2,0,5,6,0,34,20,23,5,56,68,72,66,72,64,73,36,90,0,4,15,14,3,10,20,3,0,24,2,6,2,2,0,2,4,9,17,3,1,0,23,7,2,5,0,14,7,5,1,4,7,1,12,75,1,0,120,11,16,31,15,7,14,4,3,30,3,25,5,0,0,0,14,37,0,34,25,32,0,0,5,0,8,0,0,5,3,0,0,0,0,1,2,0,1,69,90,10,0,0,92,51,22,8,31,0,0,0,16,39,61,0,0,59,2,39,0,0,0,99,0,99,99,96,5,3,10,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A2G,A2G,A2G,A2G,A2G,A2G,A2G,A1G,A1G,A1G,A1G,A1G,30,9702,106,6,30,,,,,,,,,9511,,,,,,,,9412,,,,,9407,,,,,,,,,102,,,,,,,,77,,,,,100,613,9,5,3,8812,102,9511,102,9511,8812,8905,5,68.111111111,7000,0,0,1,L,1,G,D,1,C,38,A
9401,RPH,0,NC,28784, , ,0,0, , , , ,XXXX,R2,49,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,33,41,36,3,2,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,3165,935,1134,0,0,99,51,49,99,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,34,42,45,35,45,49,28,33,40,27,13,19,23,15,12,11,6,14,13,30,26,17,26,8,24,16,37,47,27,10,3,69,6,6,18,193,272,79,78,1,1,0,0,2,2,0,648,758,2,1,83,17,73,27,67,41,82,73,36,90,10,5,1,4,10,12,2,22,60,17,0,0,0,3,7,18,38,68,1,3,38,50,52,15,4,1,0,19,11,1,0,4,1,3,15,42,0,213,567,270,321,317,356,11778,23,23,16,25,9,2,3,0,1,15,22,18,29,10,2,3,0,1,28,3,35,9,34,66,13,81,14,0,0,0,0,0,1,3,7,12,22,26,5,67,62,70,53,67,52,66,56,80,99,6,9,7,3,9,10,0,1,9,6,22,14,5,4,5,1,14,33,2,1,4,11,5,1,6,2,9,2,4,2,3,2,2,8,81,4,1,120,15,15,35,14,6,9,6,3,22,1,19,5,0,0,0,17,33,1,41,20,36,13,1,14,0,8,0,0,11,0,0,0,0,0,2,0,0,3,70,96,2,0,2,96,70,33,10,19,4,17,27,56,78,22,0,0,0,10,26,41,0,23,10,57,0,98,95,9,4,6,6,9706,9606,9604,,9603,9602,9601,9511,,9510,9509,9507,9506,,9503,9502,9412,9411,9411,9410,9409,,9406,L1G,A1G,A1G, ,A1G,A2G,A2G,A2G, ,A2G,A2G,N3G,N3G, ,N2D,F1C,F1C,F1C,F1C,F1C,F1C, ,P1C,9,9702,24,2,5,,,,,,,,,,,,,,9503,,,,9411,,,,9406,,,,,,,,,,,,,,25,,,,5,,,,3,33,3,1,3,9406,25,9503,25,9503,9406,9411,5,11,22120,0,0,0,L,1,G,X,X,X,44,C
9101,PCL,0,FL,33162, , ,4605,0, , , , ,XXXX,U3,08,52,E,U, , , , ,,4,M,6,6,0,0,2,0,0,0,0,0,0,2,0,1,0,0,3,0,22,15,47,11,3,2, , , ,6, , , , , , , , , , , , , , , , , , , , ,X,1796,448,593,99,0,0,48,52,65,25,1,5,28,3,0,1,1,0,0,0,0,4,9,16,32,40,43,35,44,48,26,41,37,23,14,23,22,13,10,10,8,17,15,28,23,17,30,9,22,18,26,56,34,17,7,51,14,9,26,227,299,87,83,11,13,1,0,0,0,0,756,774,5,5,77,23,94,6,8,41,76,54,29,86,14,12,3,9,15,20,6,12,39,14,7,16,2,0,1,8,51,94,0,8,36,49,49,16,6,13,0,0,14,9,0,0,53,79,88,96,5000,127,528,293,350,345,381,11141,26,15,13,28,10,5,0,3,0,18,17,15,30,12,5,0,3,0,29,10,30,19,49,51,18,81,11,5,5,0,0,0,1,3,0,9,21,24,3,78,66,71,61,65,54,70,44,81,0,11,11,13,2,15,15,2,4,13,1,14,3,1,5,2,0,3,9,3,6,4,22,6,10,9,2,9,6,6,4,11,3,2,4,75,4,1,120,10,25,27,17,10,6,5,5,23,2,20,6,0,0,0,11,22,2,15,24,47,5,0,2,1,4,1,0,1,2,0,7,0,1,0,2,0,44,27,61,31,0,8,90,62,17,5,34,0,0,2,4,35,65,0,0,8,4,83,3,0,0,99,0,26,99,96,8,2,5,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L2F,S2F,S2F,S2F,S3F,A1F,A1F,A1F,A1F,A1F,A1F,S2F,S2F,S3F,S3F,S2F,S2F,S3F,S3F,S3F,S3F,A3F,A2E,22,9702,54,6,13,,,,,,,9512,9511,,,,,,,,,,,,,,,,,,,,,17,17,,,,,,,,,,,,,,,126,10,5,5,9209,20,9404,17,9512,9102,9209,19,12.6,38166,0,0,1,L,2,F,X,X,X,31,A
9201,ASP,28,IL,60626, , ,5502,0, , , , ,XXXX,U1,03,43,E,U, , , , ,,1,F,,0,,,,,,,,,,,,,,,2,0,16,21,37,7,2,1, , , ,4, , , , , , , , , , , , , , , , , , , , , ,3922,928,1585,99,0,0,49,51,64,18,0,10,20,4,0,1,2,0,0,0,11,1,1,7,30,34,37,32,39,42,24,48,33,19,14,35,24,11,7,6,4,23,18,27,18,14,14,5,12,32,30,37,23,11,5,44,12,4,39,158,245,20,13,11,80,69,63,0,0,0,1103,1203,5,5,29,71,95,5,2,32,59,39,21,76,24,11,3,8,22,28,9,11,44,9,5,12,0,7,22,59,88,98,0,6,26,44,47,13,5,27,53,0,2,10,60,0,33,77,97,98,1600,51,602,310,349,373,411,15137,18,20,18,23,12,6,1,1,1,19,16,15,22,16,8,2,2,0,16,9,32,14,60,40,14,49,10,35,14,20,1,1,4,2,0,7,31,32,8,74,78,80,77,74,71,72,50,83,99,5,18,13,3,9,18,0,0,15,2,9,5,3,4,1,0,5,19,4,2,7,18,9,4,2,2,11,5,10,2,7,2,1,8,71,11,0,130,9,11,26,15,4,23,12,8,18,2,13,10,0,0,0,8,16,0,21,17,37,11,0,1,0,7,0,0,5,1,0,1,0,2,1,0,0,30,49,65,17,4,14,74,29,6,4,49,0,0,0,16,38,62,5,1,91,1,3,1,0,4,99,0,99,99,96,10,3,4,2,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,,,9503,9502,9412,9411,9411,9410,9409,9407,,L1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, , ,A1E,A1E,A1E,A1E,A1E,A1E,A1E,A1E, ,17,9702,43,5,10,,,,,,,,,,,,,,9504,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,51,4,1,3,9209,20,9211,15,9504,9209,9211,2,12.75,93611,0,0,0,L,1,F,X,X,X,30,A
9401,SYN,0,MN,55918-, , ,0,0, , , , ,XXXX,R2,45,, ,U, , , , ,,1,U,2,0,,,,,,,,,,,,,,,3,0,33,27,37,8,2,2, , , ,, , , , , , , , , , , , , , , , , , , ,1, ,3711,1082,1406,0,0,99,51,49,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,46,49,38,49,51,28,34,44,22,8,18,20,15,15,13,10,11,15,37,21,16,30,11,29,21,38,41,27,11,3,70,7,6,18,177,263,88,87,1,5,4,2,0,0,0,433,471,2,1,86,14,95,5,1,35,77,70,31,89,11,5,2,3,14,12,2,23,54,22,0,0,0,0,0,3,11,37,0,1,61,58,60,14,4,2,2,7,9,2,2,1,1,3,10,48,0,165,611,251,294,296,335,11474,27,23,18,19,9,2,0,0,1,17,24,20,23,11,2,1,0,1,34,4,53,8,28,72,4,72,12,0,0,0,0,0,6,10,1,18,15,21,5,51,63,71,55,67,53,78,70,92,80,3,10,7,4,9,12,1,1,16,11,14,6,5,6,11,0,7,18,5,3,5,17,4,3,2,1,9,8,6,1,8,2,2,15,64,8,1,120,12,12,42,15,10,7,3,3,24,2,21,4,0,0,0,17,33,0,27,17,37,7,1,2,0,24,0,0,3,0,11,0,0,0,0,1,0,0,80,97,1,0,2,96,70,29,13,39,0,2,5,20,30,70,0,0,40,31,8,17,0,3,31,68,30,99,97,9,2,6,9,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9412,9411,9411,9410,9409,,9406,L3F,A3F,A3F,A3F,A3F,A4E,A4E,A4E,A4E,A4E,A4E,A4E,A4C, ,N4C,N3C,N3C,N3C,F1C,F1C,F1C, ,F1C,14,9702,34,6,13,,,,,,,,9512,,,,9506,,9504,,,,9412,,,,9407,,,,,,,,23,,,,5,,10,,,,3,,,,3,53,8,3,3,9412,23,9512,23,9512,9401,9407,6,6.625,84658,0,0,0,L,3,F,X,X,X,59,D
9201,HRB,1,SD,57006, , ,5401,0, , , , ,XXXX,C3,31,44,I, , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,14,30,19,2,28,0, , , ,0, , , , , , , , , , , , , , , , , , , , , ,910,159,395,0,99,0,51,49,94,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,27,31,41,35,41,49,19,42,39,19,30,25,14,6,6,6,14,14,18,37,15,16,17,11,17,42,33,26,15,7,2,36,12,12,40,125,208,24,23,8,40,32,22,10,10,0,331,378,2,3,42,58,86,14,3,21,40,31,14,52,48,7,1,6,33,29,18,15,61,18,0,0,0,0,3,4,4,17,0,14,18,42,42,11,4,29,11,27,7,15,23,12,9,12,25,55,0,389,725,169,166,187,209,8080,43,32,20,3,3,0,0,0,0,44,25,19,6,6,0,0,0,0,17,8,38,26,71,29,19,62,12,0,0,0,0,0,24,2,2,7,9,12,2,16,63,70,55,68,52,34,31,62,99,17,14,4,5,6,11,0,3,25,0,4,16,5,7,0,0,7,15,1,0,1,32,2,0,0,0,4,26,9,2,2,28,0,5,59,5,0,120,22,8,23,19,8,10,10,0,45,0,19,26,0,0,0,11,14,6,30,9,19,42,6,1,0,21,0,0,2,0,11,0,1,0,0,1,0,1,63,92,1,0,7,84,44,17,2,20,5,12,18,42,58,42,0,0,62,7,26,2,0,2,99,0,99,99,92,6,2,3,2,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9501,9411,,9410,9409,,9406,L1G,A1G,A1G,A1G,A2G,A2G,A2G,A2G,A2G,A2G,A2G,A1F,A1F, ,L1F,L1F,L1F,L1F, ,L1F,L1F, ,A1F,18,9702,47,6,12,,,,,,,,,,,,9506,,,,,9502,,,,,,,,,,,,,,,,,25,,,,,20,,,,,,70,4,2,10,9203,25,9506,25,9506,9203,9305,14,17.5,85876,0,0,0,L,1,G,X,X,X,36,D
